Atlas_Number,FORMNUM,MUSNAME,MAILADDRES,CITY,ZIP,STRADDRSS,StreetCity,StreetZip,COUNTY,CountyId,PHONE,EMAIL,WEBSITE,HOUR_OPEN,ADMISSION,YEAREST,TXHSLNDMRK,NRHP,SUBJMARK,LOCALDESIG,HistoricDesignation,LastUpdate,Display
4200000748,748,American Windmill Museum,1701 Canyon Lake Dr.,Lubbock,79403,1701 Canyon Lake Dr. Lubbock 79403,Lubbock,79403,Lubbock,152,806 747-8734,"sales@windmill.com
sales@windmill.com",www.windmill.com,"Tuesday through Saturday, 10:00 a.m. to 5:00 p.m.","Group of 4: $20. Adults: $7.50, seniors and veterans: $6, ages 6-12: $5, military and ages 5 and under: free.",1993,False,False,False,False,,09/28/2023 00:00:00,True
4200000749,749,Harrison County Historical Museum,P.O. Box 1987,Marshall,75670,1 Peter Whetstone Square Marshall 75670,Marshall,75670,Harrison,102,903 935-8417 x1,hchminfo@gmail.com,www.harrisoncountymuseum.org,"Tuesday through Friday, 10:00 a.m. to 4:00 p.m. Saturday, 11:00 a.m to 2:00 p.m.",Donations accepted.,1965,True,False,False,False,Recorded Texas Historic Landmark,09/16/2021 00:00:00,True
4200000750,750,W. K. Gordon Museum and Research Center,PO Box 218,Mingus,76463,65258 Interstate Hwy 20 Mingus 76463,Mingus,76463,Erath,72,254 968-1886,gordoncenter@tarleton.edu,www.tarleton.edu/gordoncenter,"Tuesday through Saturday, 10:00 a.m. to 4:00 p.m. Sunday, 1:00 to 4:00 p.m.","Adults: $5, seniors and military: $4, children: $2.50, ages 5 and under and Tarleton: free.",2002,False,False,False,False,,09/08/2022 00:00:00,True
4200000751,751,Heritage Village at Chestnut Square,PO Box 583,McKinney,75070,315 S. Chestnut Street McKinney 75070,McKinney,75070,Collin,43,972 562-8790,info@chestnutsquare.org,www.chestnutsquare.org,"Tuesday, Thursday, Friday, 9:00 a.m. to 3:00 p.m. and Saturday, 8:00 a.m. to noon.","Adults: $10, seniors, students, and veterans: $7.",1974,True,False,False,False,Recorded Texas Historic Landmark,08/13/2021 00:00:00,True
4200000752,752,Rosenberg Railroad Museum,PO Box 369,Rosenberg,77471,1921 Avenue F Rosenberg 77471,Rosenberg,77471,Fort Bend,79,281 633-2846,info@rosenbergrrmuseum.org,www.rosenbergrrmuseum.org,"Wednesday through Friday, 10:00 a.m. to 3:00 p.m. Saturday, 10:00 a.m. to 4:00 p.m. Sunday, 1:00 to 4:00 p.m.","Adults: $7,50, seniors, military, first responders: $6, children: $5, under age 2: free.",2002,False,False,False,True,Local Designation,08/13/2021 00:00:00,True
4200000757,757,Museum of the Coastal Bend,2200 E. Red River Street,Victoria,77901,2200 E. Red River Street Victoria 77901,Victoria,77901,Victoria,235,361 582-2511,museum@victoriacollege.edu,www.museumofthecoastalbend.org,"Tuesday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,2003,False,False,False,False,,08/23/2021 00:00:00,True
4200000758,758,National WASP WWII Museum,P.O. Box 456,Sweetwater,79556,210 Avenger Field Drive Sweetwater 79556,Sweetwater,79556,Nolan,177,325 235-0099,media@waspmuseum.org,www.waspmuseum.org,"Tuesday through Saturday, 10:00 a.m. to 5:00 p.m.",Free,2003,False,False,False,False,,01/18/2022 00:00:00,True
4200000759,759,The History Center,102 N. Temple Drive,Diboll,75941,102 N. Temple Drive Diboll 75941,Diboll,75941,Angelina,3,936 829-3543,info@thehistorycenteronline.com,www.thehistorycenteronline.com,"Monday through Friday, 8:00 a.m. to 5:00 p.m.",Free,2003,False,False,False,False,,08/10/2021 00:00:00,True
4200000762,762,Heritage Museum of the Texas Hill Country,PO Box 1598,Canyon Lake,78133,4831 FM 2673 Canyon Lake 78133,Canyon Lake,78133,Comal,46,830 899-4542,museum@gvtc.com,www.theheritagemuseum.com,"Wednesday through Sunday, noon to 4:00 p.m.","Adults: $5, children: $4, ages 5 and under: free.",2000,False,False,False,False,,08/13/2021 00:00:00,True
4200000767,767,12th Armored Division Memorial Museum,1289 North Second Street,Abilene,79601,1289 North Second Street Abilene 79601,Abilene,79601,Taylor,221,325 677-6515,hellcatsmuseum@yahoo.com,https://www.12tharmoreddivisionmuseum.com/,Tuesday - appointment only; Wednesday - Friday 10 a.m. - 5 p.m,"Adults: $7, seniors ages 65 +, veterans, students ages 13+: $5, children 7-12: $3, active duty military: free; children 6 and under: free.",2001,False,False,False,False,,10/21/2024 00:00:00,True
4200000770,770,Fort Bend Heritage Unlimited Museum,630 Charlie Roberts Lane,Kendleton,77451,630 Charlie Roberts Lane Kendleton 77451,Kendleton,77451,Fort Bend,79,979 531-8694,fbcheritage@gmail.com,www.fbcheritage.org,"Wednesdays through Friday, 10:30 a.m. to 2:00 p.m. Saturday, 11:00 a.m. to 2:00 p.m.",Free,2005,False,False,False,False,,08/14/2021 00:00:00,True
4200000774,774,Brazos Valley African American Museum,500 E. Pruitt Street,Bryan,77803,500 E. Pruitt Street Bryan 77803,Bryan,77803,Brazos,21,979 775-3961,,www.bvaam.org,"Tuesday through Friday, 10:00 a.m. to 5:00 p.m. Saturday, 10:00 a.m. to 4:00 p.m."," Adults: $5, seniors: $4, students: $2, ages 5 and under: free.",2006,False,False,False,False,,11/08/2022 00:00:00,True
4200000777,777,FiberMax Center for Discovery,1121 Canyon Lake Drive,Lubbock,79403,1211 Canyon Lake Drive Lubbock 79403,Lubbock,79403,Lubbock,152,806 774-3786,info@agriculturehistory.org,www.agriculturehistory.org,"Tuesday through Saturday, 10:00 a.m. to 5:00 p.m.",Free,2001,False,False,False,False,,08/31/2021 00:00:00,True
4200000779,779,The Williamson Museum,716 S. Austin Avenue,Georgetown,78626,716 S. Austin Avenue Georgetown 78626,Georgetown,78626,Williamson,246,512 943-1670,nhill@williamsonmuseum.org,www.williamsonmuseum.org,"Wednesday through Friday, noon to 5:00 p.m. Saturday, 10:00 a.m. to 5:00 p.m.",Free,1997,False,False,False,False,,08/29/2021 00:00:00,True
4200000781,781,Ace of Clubs House,219 N Stateline Ave,Texarkana,75501,420 Pine Street Texarkana 75501,Texarkana,75501,Bowie,19,903 793-4831,aceofclubs@texarkanamuseums.org,www.texarkanamuseums.org,"Tuesday through Saturday, 10:00 a.m. to 5:00 p.m. Sunday, 1:00 to 5:00 p.m.",Free,1971,False,False,False,False,,08/31/2021 00:00:00,True
4200000785,785,Red Men Museum and Library,4521 Speight Ave,Waco,76711,4521 Speight Ave Waco 76711,Waco,76711,McLennan,161,254 756-1221,dolintz@grandecom.net,www.redmen.org/museum,"Monday through Friday, 8:00 a.m. to 5:00 p.m.",Free,1991,False,False,False,False,,10/03/2021 00:00:00,True
4200000787,787,Ocean Star Offshore Drilling Rig and Museum,PO Box 2040,Galveston,77553,"Pier 19, Harborside Drive Galveston 77553",Galveston,77553,Galveston,84,409 766-7827,info@energyeducation.org,www.oceanstaroec.com,"Daily, 10:00 a.m. to 5:00 p.m. and until 6:00 p.m. in the summer.","Adults: $10, seniors and military: $8, youth: $6, ages 6 and under: free.",1997,False,False,False,False,,12/08/2022 00:00:00,True
4200000788,788,National Vietnam War Museum,PO Box 1779,Weatherford,76086,12685 Mineral Wells Hwy Weatherford 76086,Weatherford,76086,Parker,184,940 325-4003,katee427@msn.com,www.nationalvnwarmuseum.org,"Wednesday through Monday, 9:00 a.m. to 1:00 p.m. Tuesday, 9:00 a.m. to 5:00 p.m.",Free,1997,False,False,False,False,,08/08/2021 00:00:00,True
4200000790,790,Museum of North Texas History,PO Box 1619,Wichita Falls,76307,720 Indiana Avenue Wichita Falls 76307,Wichita Falls,76307,Wichita,243,940 322-7628,director@museumofnorthtexashistory.org,www.museumofnorthtexashistory.org,"Thursday through Saturday, 10:00 a.m. 4:00 p.m.","Adults: $5, children: $2 (suggested donation).",2000,False,False,False,False,,08/13/2021 00:00:00,True
4200000796,796,Historic Aviation Memorial Museum,150 Airport Drive 2-7,Tyler,75704,150 Airport Drive 2-7 Tyler 75704,Tyler,75704,Smith,212,903 526-1945,hamm2008@att.net,www.tylerhamm.org,"Tuesday through Saturday, 10:00 a.m. to 4:00 p.m.","Adults: $8, Seniors and veterans: $7, teens: $5, children: $4, and ages 5 years old and military: free",1985,False,False,False,False,,09/28/2021 00:00:00,True
4200000799,799,El Paso Museum of Archeology,4301 Transmountain Road,El Paso,79924,4301 Transmountain Road El Paso 79924,El Paso,79924,El Paso,70,915 212-0421,BarrazaIM@elpasotexas.gov,https://archaeology.elpasotexas.gov/,"Wednesday through Saturday, 9:00 a.m. to 5:00 p.m.",Free,1977,False,False,False,False,,08/08/2021 00:00:00,True
4200000800,800,Eastland County Museum,P.O. Box 1546,Eastland,76448,114 South Seaman Street Eastland 76448,Eastland,76448,Eastland,67,254 631-0437,eastlandcountymuseum@gmail.com,www.eastlandcountymuseum.com,"Thursday through Saturday, 10:00 a.m. to 2:00 p.m.","Free admission, donations accepted.",1992,False,False,False,False,,08/12/2021 00:00:00,True
4200000804,804,Opal Lawrence Historical Park,PO Box 850137,Mesquite,75185,701-711 East Kearney Street Mesquite 75149,Mesquite,75149,Dallas,57,972 216-6468,historicmesquite@cityofmesquite.com,www.cityofmesquite.com/201/Opal-Lawrence-Historical-Park,"Tuesday through Friday, 10:30 a.m. to 3:30 p.m. Saturday, 10:00 a.m. to 5:00 p.m.","Adults: $5, ages 3-12: $3, under 3: free.",,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",08/26/2021 00:00:00,True
4200000807,807,Martin & Frances Lehnis Railroad Museum and Visitor Center,700 East Adams,Brownwood,76801,700 East Adams Brownwood 76801,Brownwood,76801,Brown,25,325 643-6376,cstanley@brownwoodtexas.gov,www.brownwoodtexas.gov/228/Lehnis-Railroad-Museum,"Tuesday through Saturday, 10:00 a.m. to 4:00 p.m.","Adults: $4, seniors: $3, children: $2, active military and ages 4 and under: free.",2007,False,False,False,False,,08/31/2021 00:00:00,True
4200000809,809,The Bullock Texas State History Museum,1800 Congress Avenue,Austin,78701,1800 Congress Avenue Austin 78701,Austin,78701,Travis,227,512 936-8746,contactus@TheStoryofTexas.com,www.TheStoryofTexas.com,"Wednesday through Sunday, 10:00 a.m. to 5:00 p.m.","Adults: $13, seniors, military, college: $11, youth: $9, members and cihildren under 4: free. Additional costs for IMAX Theatre.",2001,False,False,False,False,,08/14/2021 00:00:00,True
4200000810,810,Zaner Robison Historical Museum,124 South Arch Street,Royse City,75189,124 South Arch Street Royse City 75189,Royse City,75189,Rockwall,199,972 635-7438,herldine.radley@roysecity.com,www.roysecity.com/services/museum,"Thursday through Saturday, noon to 4:00 p.m.",Free,2008,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",08/11/2021 00:00:00,True
4200000811,811,Roanoke Visitor Center and Museum,114 North Oak Street,Roanoke,76262,114 North Oak Street Roanoke 76262,Roanoke,76262,Denton,62,817 491-6090,slotz@roanoketexas.com,www.roanoketexas.com/207/Visitor-Center-Museum,"Tuesday through Saturday, 10:00 a.m. to 6:00 p.m.",Free,2008,True,False,False,False,Recorded Texas Historic Landmark,06/28/2022 00:00:00,True
4200000812,812,Spellman Museum of Forney History,PO Box 317,Forney,75126,200 S. Bois d'Arc Street Forney 75126,Forney,75126,Kaufman,129,972 552-2400,historicforney@gmail.com,www.spellmanmuseum.com,"Wednesday, Friday, Saturday, 11:00 a.m. to 6:00 p.m. Thursday, 11:00 a.m. to 8:00 p.m.",Free,2001,False,False,False,False,,10/03/2021 00:00:00,True
4200000813,813,Red River Railroad Museum,124 West Main Street,Denison,75021,124 West Main Street Denison 75021,Denison,75021,Grayson,91,903 463-5289,redriverrailmuseum@yahoo.com,www.redriverrailmuseum.org,"Thursday through Saturday, 11:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,08/11/2021 00:00:00,True
4200000815,815,Texas Air Museum,1234 99th Street,San Antonio,78214,1234 99th Street San Antonio 78214,San Antonio,78214,Bexar,15,210 977-9885,info@texasairmuseum.org,www.texasairmuseum.org,"Tuesday through Saturday, 9:00 a.m. to 4:00 p.m.","Adults: $6, seniors: $5, military: $4, youth: $3, chidlren: $2",,False,False,False,False,,11/15/2022 00:00:00,True
4200000816,816,National United States Armed Forces Museum,8611 Wallisville Road,Houston,77041,8611 Wallisville Road Houston 77041,Houston,77041,Harris,101,713 673-1234,mail@nusafm.org,www.nusafm.org,"Wednesday through Friday, 10:00 a.m. to 6:00 p.m. Saturday and Sunday, 8:00 a.m. to 6:00 p.m.","Adults: $10, seniors and children: 6, military: free.",,False,False,False,False,,01/11/2019 00:00:00,True
4200000818,818,San Benito Cultural Heritage Museum,PO Box 774,San Benito,78586,250 East Heywood San Benito 78586,San Benito,78586,Cameron,31,956 245-1666,algarcia@cityofsanbenito.com,www.sanbenitomuseum.com,"Wednesday, 1:00 to 4:00 p.m. Thursday and Friday, 10:00 a.m. to 4:00 p.m.","Adults: $4, seniors: $3, students: $2, ages 9 and under, veterans: free.",,False,False,False,False,,08/08/2021 00:00:00,True
4200000819,819,Texas Conjunto Music Hall of Fame and Museum,402 W Robertson Street,San Benito,78586,402 W Robertson Street San Benito 78586,San Benito,78586,Cameron,31,956 245-5005,patriciaavila25@hotmail.com,www.texasconjuntomusic.org,"Thursday through Saturday, 10:00 a.m. to 4:00 p.m.","Adults: $3, ages 9-12: $1.50, ages 8 and under: free.",2000,False,False,False,False,,02/13/2023 00:00:00,True
4200000822,822,No. 1 Bristish Flying Training School Museum,P.O. Box 219,Terrell,75160,119 Silent Wings Blvd. Terrell 75160,Terrell,75160,Kaufman,129,972 551-1122,info@bftsmuseum.org,www.bftsmuseum.org,"Wednesday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,11/08/2022 00:00:00,True
4200000825,825,Bush Family Home State Historic Site,1412 West Ohio Avenue,Midland,79701,1412 West Ohio Avenue Midland 79701,Midland,79701,Midland,165,432 685-1112,bushfamilyhome@thc.texas.gov,https://www.thc.texas.gov/historic-sites/bush-family-home-state-historic-site,"Thursday through Saturday, 10:00 a.m. to 5:00 p.m. Sunday, 2:00 to 5:00 p.m.","Adults: $5, seniors and veterans: $3, students: $2, ages 5 and under: free.",2001,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",02/06/2023 00:00:00,True
4200000829,829,Museum of the American G.I.,P.O. Box 9599,College Station,77842,19124 Highway 6 South College Station 77845,College Station,77845,Brazos,21,979 690-0501,info@americangimuseum.org,www.americangimuseum.org,"Wednesday to Saturday, 10:00 a.m. to 5:00 p.m. Sunday, noon to 5:00 p.m.","Adults: $6, seniors and military: $5, children: $4, ages 4 and under: free.",2001,False,False,False,False,,09/21/2021 00:00:00,True
4200000833,833,Pasadena Heritage Park and Museum,204 South Main,Pasadena,77506,204 South Main Pasadena 77506,Pasadena,77506,Harris,101,713 472-0564,khollon@pasadenatx.gov,https://www.pasadenatx.gov/168/Museum,"Monday through Friday, 8:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,09/20/2021 00:00:00,True
4200000836,836,Wade House Memorial Museum,200 No. 9th Street,Carrizo Springs,78834,200 No. 9th Street Carrizo Springs 78834,Carrizo Springs,78834,Dimmit,64,830 876-5788,carrizo.librarian@gmail.com,www.dimmitlibrary.org/wade-house.html,"Monday through Friday, 8:00 a.m. to 5:00 p.m.",Free,2003,False,False,False,False,,08/31/2021 00:00:00,True
4200000838,838,Southern Pacific Railroad Depot,P.O. Box 85,Edinburg,78540,602 W. University Edinburg 78540,Edinburg,78540,Hidalgo,108,956 383-4974,tourism@edinburg.com,www.edinburg.com,"Monday through Friday, 8:30 a.m. to 5:00 p.m.",Free,,False,False,False,False,,10/25/2021 00:00:00,True
4200000839,839,1904 Train Depot Museum,1501 North Highway 77,Kingsville,78363,102 E. Kleberg Avenue Kingsville 78363,Kingsville,78363,Kleberg,137,361 592-8516,howdy@cityofkingsville.com,https://kingsvilletexas.com/tour-item/1904-train-depot-museum/,"Monday, Tuesday, Thursday, Friday, 10:00 a.m. to noon and 1:00 to 3:00 p.m. Also open during events in downtown Kingsville.",Free,,True,False,False,False,Recorded Texas Historic Landmark,11/08/2022 00:00:00,True
4200000840,840,Duval County Historical Museum,PO Box 663,San Diego,78384,208 East Saint Joseph Street San Diego 78384,San Diego,78384,Duval,66,361 279-2597,ducomu1912@gmail.com,www.duvalcountymuseum.weebly.com,"Tuesday through Friday, 10:00 a.m. to 5:00 p.m. Saturday, 10:00 a.m. to 2:00 p.m.",Free,,False,False,False,False,,06/23/2020 00:00:00,True
4200000843,843,Eagle Pass Fort Duncan Museum,310 Bliss Street,Eagle Pass,78852,310 Bliss Street Eagle Pass 78852,Eagle Pass,78852,Maverick,159,830 758-1445,amarquez@eaglepasstx.us,www.eaglepasstx.us/229/Fort-Duncan-Museum,"Tuesday through Saturday, 11:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,11/08/2022 00:00:00,True
4200000845,845,Littlefield Lands Duggan House Museum,520 E. Waylon Jennings Blvd.,Littlefield,79339,520 E. Waylon Jennings Blvd. Littlefield 79339,Littlefield,79339,Lamb,141,806 385-9001,lparker@lfdtx.city,https://littlefieldtexas.net/202/Duggan-House-Museum,"Tuesday through Friday, 11:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,08/08/2021 00:00:00,True
4200000846,846,Columbia Historical Museum,PO Box 867,West Columbia,77486,247 E. Brazos Avenue West Columbia 77486,West Columbia,77486,Brazoria,20,979 345-6125,columbiahistoricalmuseum@gmail.com,www.columbiahistoricalmuseum.org,"Thursday through Saturday, 10:00 a.m. to 2:00 p.m.",Free,1990,False,False,False,False,,05/03/2022 00:00:00,True
4200000847,847,The Galveston Railroad Museum (The Center for Transportation and Commerce),2602 Santa Fe Place,Galveston,77550,2602 Santa Fe Place Galveston 77550,Galveston,77550,Galveston,84,409 765-5700,info@galvestonrrmuseum.org,www.galvestonrrmuseum.org,"Daily, 10:00 a.m. to 5:00 p.m.","Adults: $12.00, seniors: $9.00, veterans and ages 3-12: $6, active military and ages 2 and under: free.",,False,False,False,False,,08/31/2021 00:00:00,True
4200000848,848,Old University Building,P.O. Box 633113,Nacogdoches,75963-3113,515 North Mound Street Nacogdoches 75961,Nacogdoches,75961,Nacogdoches,174,936 569-7292,bettyshinn40@yahoo.com,www.olduniversitybuilding.com,"Tuesday through Saturday, 1:00 to 4:00 p.m.",Free,,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",08/08/2021 00:00:00,True
4200000852,852,The Chambers House,2240 Calder Avenue,Beaumont,77701,2240 Calder Avenue Beaumont 77701,Beaumont,77701,Jefferson,123,409 832-4010,info@beaumontheritage.org,www.chambershouse.org,"Tuesday through Friday, 10:00 a.m. to 3:00 p.m., Saturday, 10:00 a.m. to 2:00 p.m.","Ages 5 and up: $5, ages 4 and under: free.",2008,False,False,False,False,,12/01/2022 00:00:00,True
4200000856,856,Port Aransas Museum,PO Box 677,Port Aransas,78373,400 N. Alister Street Port Aransas 78373,Port Aransas,78373,Nueces,178,361 749-3800,director@portaransasmuseum.org,www.portaransasmuseum.org,"Thursday through Saturday, 1:00 to 5:00 p.m.",Free,2009,False,False,False,True,Local Designation,10/10/2024 00:00:00,True
4200000858,858,National Multicultural Western Heritage Museum and Hall of Fame,"2201 Dottie Lynn Parkway, Suite 115",Fort Worth,76120,"2201 Dottie Lynn Parkway, Suite 115 Fort Worth 76120",Fort Worth,76120,Tarrant,220,817 534-8801,info@cowboysofcolor.org,https://nmwhm.org/,"Wednesday thogh Saturday, 11:00 a.m. to 4:00 p.m.","Adults: $15, seniors, military, and youth: $12, ages 5 and under: free with paid adult.",2001,False,False,False,False,,01/12/2024 00:00:00,True
4200000859,859,Portales Museum and Visitors Information Center,PO Box 1090,San Elizario,79849,1521 San Elizario Road San Elizario 79849,San Elizario,79849,El Paso,70,915 851-1682,Losportalesmuseum@gmail.com,www.sanelizariogenealogy.com,"Tuesday through Thursday, 10:00 a.m. to 4:00 p.m. Friday through Sunday, 10:00 a.m. to 6:00 p.m.",Free,2000,True,False,False,False,Recorded Texas Historic Landmark,08/14/2021 00:00:00,True
4200000862,862,Leonard's Department Store Museum,200 Carroll Street,Fort Worth,76107,200 Carroll Street Fort Worth 76107,Fort Worth,76107,Tarrant,220,817 336-9111,leonardmuseum@gmail.com,facebook.com/Leonards-Museum-115576265131541/,"Monday through Wednesday, 10:00 a.m. to 4:00 p.m. Thursday and Friday, 10:00 a.m. to 9:00 p.m. Saturday, 11:00 a.m. to 9:00 p.m. Sunday, 11:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,03/25/2019 00:00:00,True
4200000864,864,Medina County Museum,2202 18th Street,Hondo,78861,2202 18th Street Hondo 78861,Hondo,78861,Medina,163,830 426-3037,pgkingpe@gmail.com,facebook.com/Medina-County-Museum-96487952402/,"Thursday through Saturday, 10:00 a.m. to 4:00 p.m. Sunday, 1:00 to 4:00 p.m.",Free,,False,False,False,False,,11/08/2022 00:00:00,True
4200000866,866,Texas Polka Music Museum,712 Lyons,Schulenburg,78956,712 Lyons Schulenburg 78956,Schulenburg,78956,Fayette,75,979 743-4752,tpolka@yahoo.com,www.texaspolkamuseum.com,"Thursday through Saturday, 11:00 a.m. to 3:00 p.m.",Free,2009,False,False,False,False,,08/31/2021 00:00:00,True
4200000867,867,Mineola Historical Museum,114 N. Pacific Street,Mineola,75773,114 N. Pacific Street Mineola 75773,Mineola,75773,Wood,250,903 569-2631,sharonchamblee@hotmail.com,www.mineolahistoricalmuseum.com,"Thursday through Saturday, 10:00 a.m. to 3:00 p.m.",Free,2009,False,True,False,False,National Register of Historic Places,09/16/2021 00:00:00,True
4200000875,875,Taylor County History Center,PO Box 818,Buffalo Gap,79508,133 William Street Buffalo Gap 79508,Buffalo Gap,79508,Taylor,221,325 572-3365,admin@taylorcountyhistorycenter.org,www.taylorcountyhistorycenter.org,"Tuesday through Saturday, 10:00 a.m. to 5:00 p.m.","Adults: $7, seniors and military: $6, students: $4, ages 5 and under: free.",,False,False,False,False,,11/08/2022 00:00:00,True
4200000886,886,Dickinson Historic Railroad Center,218 FM 517 West,Dickinson,77539,218 FM 517 West Dickinson 77539,Dickinson,77539,Galveston,84,281 534-4367,dhs@ci.dickinson.tx.us,www.dickinsonhistoricalsociety.org,"Monday, Wednesday, Friday, 10:00 a.m. to 2:00 p.m. or by appointment.",Free,,False,False,False,False,,08/14/2021 00:00:00,True
4200000887,887,Donna Hooks Fletcher Historical Museum,129 S. 8th Street,Donna,78537,129 S. 8th Street Donna 78537,Donna,78537,Hidalgo,108,956 464-9989,mariogarza_jr@sbcglobal.net,facebook.com/Donna-Hooks-Fletcher-Historical-Museum-316394363411/,"Tuesday through Saturday, 8:00 a.m. to 3:00 p.m.",Free,,False,False,False,False,,03/06/2019 00:00:00,True
4200000888,888,Doss Heritage and Culture Center,PO Box 215,Weatherford,76086,1400 Texas Drive Weatherford 76086,Weatherford,76086,Parker,184,817 599-6168,director@dosscenter.org,www.dosscenter.org,"Tuesday through Wednesday, Friday, Saturday, 10:00 a.m. to 5:00 p.m. Thursday, 10:00 a.m. to 8:00 p.m.",Free,2006,False,False,False,False,,08/13/2021 00:00:00,True
4200000889,889,Edison Museum,PO Box 2951,Beaumont,77704,350 Pine Street Beaumont 77701,Beaumont,77701,Jefferson,123,409 981-3089,director@edisonmuseum.org,www.edisonmuseum.org,"Tuesday through Friday, 9:00 a.m. to 2:00 p.m.",Free,,False,False,False,False,,07/20/2022 00:00:00,True
4200000890,890,Freedom Museum USA,600 N. Hobart Street,Pampa,79065,600 N. Hobart Street Pampa 79065,Pampa,79065,Gray,90,806 669-6066,fusa21@yahoo.com,www.freedommuseumusa.com,"Tuesday through Saturday, noon to 4:00 p.m.",Free,1994,False,False,False,False,,05/12/2023 00:00:00,True
4200000891,891,Frisco Heritage Museum,6455 Page Street,Frisco,75034,6455 Page Street Frisco 75034,Frisco,75034,Collin,43,972 292-5111,asimmons@friscotexas.gov,www.friscomuseum.com,"Tuesday through Friday, 10:00 a.m. to 4:00 p.m. Saturday, 9:00 am to 4:00 p.m.","Museum Admission is free. Guided tours available select days: $5 children, $10 adults.",,False,False,False,False,,08/26/2021 00:00:00,True
4200000892,892,Hangar 25 Air Museum,P.O. Box 2925,Big Spring,79721,1911 Apron Drive Big Spring 79720,Big Spring,79720,Howard,114,432 264-1999,hangar25@crcom.net,www.hangar25airmuseum.org,"Tuesday through Friday, 10:00 a.m. to 4:00 p.m. Saturday, 10:00 a.m. to 2:00 p.m.",Free,1998,False,False,False,False,,02/01/2019 00:00:00,True
4200000894,894,Kenedy Ranch Museum of South Texas,P.O. Box 70,Sarita,78385,280 East La Parra Ave. Sarita 78385,Sarita,78385,Kenedy,131,361 294-5751,mrt@kenedy.org,www.kenedy.org/museum,"Tuesday through Saturday, 10:00 a.m. to 4:00 p.m. Sunday, noon to 4:00 p.m.","Adults: $3, seniors and students: $2, ages 12 and under: free.",,False,False,False,False,,11/08/2022 00:00:00,True
4200000895,895,LBJ Library and Museum,2313 Red River Street,Austin,78705,2313 Red River Street Austin 78705,Austin,78705,Travis,227,512 721-0200,Awheeler@lbjfoundation.org,www.lbjlibrary.org,"Monday through Friday, 9:00 a.m. to 5:00 p.m.","Adults: $13, seniors: $9, retired military: $7, students: $4, children under 12, military, UT students, SNAP, WIC, MAP, NARA library members, UT students: free. Free admission for everyone on select days throughout the year.",1971,False,False,False,False,,08/31/2021 00:00:00,True
4200000897,897,McAllen Heritage Center,PO Box 1929,McAllen,78505,301 S. Main Street McAllen 78501,McAllen,78501,Hidalgo,108,956 687-1904,info@mcallenheritagecenter.com,www.mcallenheritagecenter.com,"Wednesday through Friday, 1:00 to 5:00 p.m. 2nd and 4th Saturdays, Noon to 4:00 p.m.",Free admission and parking; donations accepted.,,False,False,False,False,,08/11/2021 00:00:00,True
4200000898,898,Old Post Office Museum and Art Center,510 3rd Street,Graham,76450,510 3rd Street Graham 76450,Graham,76450,Young,252,940 549-1470,opomac@opomac.net,facebook.com/pg/GrahamOPOMAC,"Wednesday through Friday, 9:00 a.m. to 4:00 p.m. Saturday, 10:00 a.m. to 3:00 p.m.",Free,2002,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",08/08/2021 00:00:00,True
4200000899,899,Rockwall County Historical Foundation Museum,P.O.Box 916,Rockwall,75087,901 E. Washington Rockwall 75087,Rockwall,75087,Rockwall,199,972 722-1504,rockwallhistory@gmail.com,rockwallcountymuseum.com,"Tuesday - Friday, 1:00 - 5:00 p.m. Saturday, 10:00 a.m. - 5:00 p.m.",Free,,False,False,False,False,,06/06/2024 00:00:00,True
4200000900,900,Stanzel Model Aircraft Museum,311 Baumgarten Street,Schulenburg,78956,311 Baumgarten Street Schulenburg 78956,Schulenburg,78956,Fayette,75,979 743-6559,museum@stanzelmuseum.org,www.stanzelmuseum.org,"Monday, Wednesday, Friday, Saturday, 10:30 a.m. to 4:30 p.m.","Students and adults: $4, seniors: $2, ages 12 and under: free.",1999,False,False,False,False,,09/16/2021 00:00:00,True
4200000901,901,Texas Civil War Museum,760 Jim Wright Freeway North,Fort Worth,76108,760 Jim Wright Freeway North Fort Worth 76108,Fort Worth,76108,Tarrant,220,817 246-2323,reservations@texascivilwarmuseum.com,www.texascivilwarmuseum.com,"Museum will close permanently in December 2023. September through May, Thursday through Saturday, 10:00 a.m. to 5:00 p.m. June through August, Tuesday through Saturday, 10:00 a.m. to 5:00 p.m.","Adults: $7, ages 6-12: $4, ages 5 and under: free.",2006,False,False,False,False,,04/19/2023 00:00:00,True
