Cid,Title,County,CountyId,City,Address,Zip,CurrentUse,Owner,ServiceDates,ConstructionDate,Architect,Contractor,Style,SQFTAPPROX,Rthl_Text,Rthl,SAL_Text,Sal,NRDISTRICT,NRINDIV,Nr,HD_Eligible,Description,SubstantialMod,COVEXP,FEDGRANTPR,FEDGRANTYR,STGRANTPROJ,STGRANTAMT,STGRANTYR,HISTSTRURE,HSR_AUTHOR,MASTERPLAN,MP_AUTHOR,HABS,SERIAL_,POP1995EST,Easement,Easement_Executed,Easement_Expiration,Master_Plan,Architect_Firm,Bibliography,Construction_Docs,Interior_Images,Atlas_Number
133,Jack County Courthouse (1940),Jack,119,"Jacksboro      ","100 N. Main Street, Jacksboro TX 76458",,"Active Courthouse ","County    ",,1940,"Voelcker & Dixon                                                                    ","Eckert & Fair, Dallas                                  ",,25000,,False,,False,,2012,True,False,"Constructed of Cordova cream limestone in the Moderne style featuring carved limestone ornament and alternating vertical ridged flat limestone pilasters and inset window bays with dark green bookmatch marble spandrels and fluted limestone. ",,"n/a  ",,,,0,,,,,,"no           ",261,,,,,True,Voelcker & Dixon,"The People's Architecture ",plans (THCPP MP - copy),"County Clerk's Office 1940 THCPP Jack CCH Master Plan, Tax Assessor / Collector's Office 1940 THCPP Jack CCH Master Plan",4302000133
2935,Jack County Courthouse (1858),Jack,119,Jacksboro,,,,,,1858,,,,,,False,,False,,,False,False,"Wood frame house on the west side of the square, Lot 4 in Block 2 of the original townsite. ",1885: demolished for new courthouse.,,,,,,,,,,,,0,,,,,False,,,,,4302002935
2936,Jack County Courthouse (1871),Jack,119,Jacksboro,,,,,,1871,,,,,,False,,False,,,False,False,Two story wood and sandstone structure.,1885: demolished for new courthouse.,,,,,,,,,,,,0,,,,,False,,,,,4302002936
2937,Jack County Courthouse (1886),Jack,119,Jacksboro,,,gone,na,,1886,James  Edward Flanders,"Strain, Risley & Winburn",Italianate,,,False,,False,,,False,False,"Constructed of limestone quarried three blocks from the courthouse square. ",1938: demolished for new courthouse.,,,,,,,,,,,,0,,,,,False,,,,Commissioner's Courtroom 1910 ABT THCPP Jack CCH Master Plan,4302002937
2939,Jackson County Courthouse (1858),Jackson,120,Texana,,,,,,1858,,,,,,False,,False,,,False,False,Wood frame courthouse served county until 1883 when county seat moved to Edna. Sold to George F. Horton in 1883,,,,,,,,,,,,,0,,,,,False,,,,,4302002939
2940,Jackson County Courthouse (1884),Jackson,120,Edna,,,gone (burned 6/15/1900),na,,1884,E. A. Wilson,Piper & Dietz (of Lavaca County),,,,False,,False,,,False,False,"Temporary quarters were leased in the 2nd story of the R.B. Traylor Building until a new courthouse was built in 1906. Cost $10,000, 5000 gallon cistern at northeast corner of vault.",,,,,,,,,,,,,0,,,,,False,,,,,4302002940
2941,Jackson County Courthouse (1906),Jackson,120,Edna,,,,,,1906,Charles Henry Page Jr.,N. A. Dawson,,,,False,,False,,,False,False,"$43,000 ",,,,,,,,,,,,,0,,,,,False,,,plans (THC files - copy of WPA records survey floor plans),,4302002941
2942,Jackson County Courthouse (1954),Jackson,120,Edna,"115 W Main St, Edna, TX 77957",,Active Courthouse,County,,1954,F.  Perry Johnson,J. B. Hughes,Modern,0,,False,,False,,,False,False,"Two-story masonry and glass modern-style building featuring a deep overhang, a vertical rough sandstone and storefront element indicating the entrance, marble balcony rails and large aluminum window bays on a thin cut brick and concrete building. ",,,,,,,,,,,,,0,,,,,False,,"The People's Architecture ",,,4302002942
2943,Jasper County Courthouse (1837),Jasper,121,Jasper,,,gone/burned 10/28/1849,na,,1837,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002943
2944,Jasper County Courthouse (1854),Jasper,121,Jasper,,,,,,1854,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002944
2909,Jasper County Courthouse (1889),Jasper,121,Jasper,,,existing / part of 1934,county,,1889,Eugene  Thomas Heiner,,Second Empire,,,False,,False,,,False,False,brick,1960 east addition.-Exterior stuccoed in 1934. Clock tower removed in 1957 then reconstructed in 1992. Building rehabilitated in 1992.,,,,,,,,,,,,0,,,,,False,,"""The Architecture of Eugene T. Heiner (1852-1901)' - unpublished study by David C. Bucek ",,"Office 1924 THC files; County Clerk's Office 1935 Jasper County, The First 100 Years",4302002909
2910,Jasper County Courthouse (1934),Jasper,121,Jasper,,,existing/modified,county,,1934,,,Neoclassical,,,False,,False,,,False,False,"stucco over brick, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002910
134,Jasper County Courthouse (1889),Jasper,121,"Jasper         ","121 N. Austin Street, Jasper TX 75951",,"Active Courthouse ","County    ",,1889,"Eugene T. Heiner                                                                    ",,"Renaissance Revival                                         ",0,"SM   ",False,"1992 ",True,,"1984 ",True,False,"Constructed of brick with sheet metal and ornmental brickwork details in the Renaissance Revival style with Second Empire influences. The building features a central pedimented entry bay, archedwindow and door openings, a bracketed cornice and a central clock tower clad in metal shingles. In 1939, some ornamental brickwork was removed and all the brick was concealed with stucco, narrow two-story wings added, and small gable dormers and chimneys all removed from the roofline. ","-1960 east addition.
-Exterior stuccoed in 1934.
-Clock tower removed in 1957 then reconstructed in 1992. t
-Building rehabilitated in 1992.                                                                                                                  ","n/a  ",,,,0,,1991,"The Williams Company                            ","1991      ","The Williams Company                            ","no           ",264,,,,,False,,,,,4302000134
135,Jeff Davis County Courthouse (1910),Jeff Davis,122,"Fort Davis     ","100 Court Ave., Fort Davis TX 79734",,"Active Courthouse ","County    ","1910-present ",1910,"L.L. Thurmon & Co.                                                                  ","Falls City Construction Co., Falls City, Kentucky      ","Classical Revival                                           ",,"     ",True,,True,,"no   ",True,False,"Constructed of flat limestone and rusticated sandstone in the Classical Revival style. The building features a primary shallow pedimented entry portico supported by Doric columns with secondary pedimented entries framed by full height flat pilasters, a sheet metal entablature and a central octagonal domed clocktower.","-Gas heating replaced the fireplaces-Electricity replaced the carbide lights.  -'The exterior has been modernized, but basically the courthouse is the same.'-Mabry survey.","n/a  ",,,,0,,,,"1994      ","Alamo Architects, San Antonio                   ","no           ",266,,Easement,01/25/2001 00:00:00,perpetuity,True,,,plans (large format - THC file drawer),,4302000135
2911,Jeff Davis County Courthouse (1880),Jeff Davis,122,Fort Davis,,,,,,1880,,,,,,False,,False,,,False,False,"Adobe structure housed courtroom, offices, and jail.",1880: Constructed as the Presidio County Courthouse.1885: Election moved the Presidio County Courthouse to Marfa were a new building was constructed.1885-1887: Courthouse building was vacant.1887: Jeff Davis County organized out of part of Presidio County. The Fort Davis Building became the Jeff Davis County Courthouse.1910: New courthouse built alongside of this building.,,,,,,,,,,,,0,,,,,False,,,,,4302002911
2945,Jefferson County Courthouse (1838),Jefferson,123,Beaumont,,,gone/burned 1844?,na,,1838,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002945
2946,Jefferson County Courthouse (1855),Jefferson,123,Beaumont,,,,,,1855,,,Greek Revival?,,,False,,False,,,False,False,"two story wood frame, square-plan ante bellum, addition nearly doubled size",,,,,,,,,,,,,0,,,,,False,,,specifications (THCPP MP - copy),,4302002946
2947,Jefferson County Courthouse (1893),Jefferson,123,Beaumont,,,gone / demolished,na,,1893,"Eugene  Thomas Heiner ",,Italianate,,,False,,False,,,False,False,"3 story, brick w/ stone details, 1915 mod. by Babin & Beck",,,,,,,,,,,,,0,,,,,False,,"The People's Architecture , ""The Architecture of Eugene T. Heiner (1852-1901)' - unpublished study by David C. Bucek ","1915 addition plans may have been traced from original Heiner plans (THCPP MP - copy), architect's rendering (THC files - copy of lithographic copy)",,4302002947
185,Jefferson County Courthouse (1932),Jefferson,123,"Beaumont       ","1149 Pearl St, Beaumont, TX 77701",,"Active Courthouse ","County    ",,1932,"Fred C. Stone & A. Babin                                                            ","McDaniel Brothers                                      ","Art Deco                                                    ",139635,"SM   ",True,"1992 ",True,,"1982 ",True,False,"The largest and finest example of Art Deco architecture in the state. The massing is composed of a central vertical thirteen story building flanked by projecting four-story wings, all constructed of range brick, limestone and pink-flecked terracotta. The limestone is carved with Art Deco lettering and ornament. Terracotta cornices with cow skulls, spread-winged eagles and sheaves of grain crown the lower building blocks. High on the tower aluminum grilles protect the highest windows and an assortment of carved limestone ornament can be seen from the ground. A variety of terracotta string course motifs and stunning cast metal entry doors and light fixtures decorate the building. ","Addition constructed in 1981.- ISTEA Grant - exterior work. Project is scheduled to be let by the city in March 1998. ","1993 ","Interior rehabilitation                                                                                                 ","1980 ",,0,,1984,"J. Howard Murry                                 ",,,"no           ",269,,Easement,09/01/1982 00:00:00,9/30/1983,False,Stone & Babin,"The People's Architecture ",plans (THCPP MP - copy),,4302000185
186,Jim Hogg County Courthouse (1913),Jim Hogg,124,"Hebbronville   ","102 E. Tilley . Hebbronville, TX 78361",,"Active Courthouse ","County    ","1913-present ",1913,"Henry T. Phelps                                                                     ",,"Renaissance Revival with Prairie School influences/Classical Revival            ",0,,False,,False,,"no   ",False,False,"Constructed of masonry in the Renaissance Revival style. The building originally featured a Prairie style entry porch which was replaced with a full width, full height portico supported by square columns in the 1920's when the building was also stuccoed and altered to the Classical Revival style.","One-story porch has been replaced with a two-story, (almost) full-width version with  blocky but similar details- with an 'entablature' creating a more Neo Classical appearance.-Front door has been changed to a Greek tabernacle frame architrave and set of French doors with a fanlight.-Windows have been replaced with tinted, reflective fixed plate glass windows.","n/a  ",,,,0,,,,,,"no           ",270,,,,,False,,,,,4302000186
187,Jim Wells County Courthouse (1912),Jim Wells,125,"Alice          ","200 N. Almond St. Alice, TX 78332",,"Active Courthouse ","County    ",,1912,"Atlee B. Ayres                                                                      ",,"Renaissance Revival with Prairie School influences               ",,"1991 ",False,,False,,"no   ",False,False,"Constructed of brick and terracotta in the Renaissance Revival style with Prairie style elements. The building features two-story flat brick pilasters capped with Corinthian capitals, a dentiled sheet metal cornice, a hipped clay tile roof, a central octagonal domed cupola and a single-story entry portico with ornamental corbels and a small pediment supported by short octagonal columns. ",-1941 - Wings added.-1994 - ADA improvements.,"n/a  ",,,,0,,,,,,"no           ",271,,,,,False,,,,,4302000187
188,Johnson County Courthouse (1913),Johnson,126,"Cleburne       ","2 N. Main Street, Cleburne TX 76033",,"Active Courthouse ","County    ",,1913,"Lang & Witchell                                                                   ",,"Classical Revival with Prarie Style influences              ",0,"     ",True,"1992 ",True,,"1988 ",True,False,"Constructed of brown brick, limestone and granite in the Classical Revival style with Beaux Arts elements. The building features a rusticated granite base, a tall domed brick and carved limestone clocktower, a bracketed cornice, pilasters capped with Prairie style ornament, handcarved limestone cartouches on each face of the parapet, two double-height entry porticos supported by Corinthian columns and flat arched openings at the entry level. ",,"n/a  ",,,,0,,,,,,"no           ",273,,Easement,06/28/2004 00:00:00,perpetuity,True,"Lang, Witchell & Barglebaugh (Otto H. Lang & Frank O. Witchell of Dallas)","The People's Architecture ","commissioner's court minutes (THCPP MP - copy), plans (THCPP MP - copy), plans (THC files - full size copy 1st, 2nd, 3rd, section)",,4302000188
2951,Johnson County Courthouse (1854),Johnson,126,Wardville,,,,,,1854,,William O'Neal,"vernacular ",,,False,,False,,,False,False,"$49 courthouse and $12.50 for furniture***possibly another frame courthouse, built in 1957, later moved to Cleburne,vernacular, log cabin, 14' x 14'",,,,,,,,,,,,,0,,,,,False,,,,,4302002951
2952,Johnson County Courthouse (1858),Johnson,126,Buchanan,,,,,,1858,,,"vernacular ",,,False,,False,,,False,False,"vernacular, wood, 16' x 16', ",,,,,,,,,,,,,0,,,,,False,,,,,4302002952
2953,Johnson County Courthouse (1860),Johnson,126,Buchanan,,,,,,1860,,,,,,False,,False,,,False,False,"frame, 2-story, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002953
2954,Johnson County Courthouse (1869),Johnson,126,Cleburne,,,gone/demolished 1882,na,,1869,,Joseph W. Anderson,,,,False,,False,,,False,False,"brick, 2 story,square, T hallway, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002954
2955,Johnson County Courthouse (1883),Johnson,126,Cleburne,,,gone/burned,na,,1883,Wesley  Clarke Dodson,Lee Slaughter,Second Empire,,,False,,False,,,False,False,"Mansard roofed pavilions and tower, and gabled center pavilions are noteworthy features.cost $49.685City Marshal Albert Bledsoe died fighting the fire which would destroy the courthouse.","Burned April 15, 1912.",,,,,,,,,,,,0,,,,,False,,"The People's Architecture ",,,4302002955
2956,Jones County Courthouse (1882),Jones,127,Anson,,,,,,1882,,,,,,False,,False,,,False,False,"Small, one room wooden structure. ",,,,,,,,,,,,,0,,,,,False,,,,,4302002956
189,Jones County Courthouse (1910),Jones,127,"Anson          ","100 Courthouse Square, Anson TX 79501",,"Active Courthouse ","County    ",,1910,"Elmer George Withers                                                                ","Texas Building Company                                 ","Renaissance Revival                                         ",0,"     ",True,,False,,"no   ",True,False,"Constructed of brown brick with red sandstone and terracotta details in the Renaissance Revival style. The building features a full height entry pavilion framed by a dentiled pediment, double-height, ionic sandstone columns supporting a unique rectilnear entablature and ocular windows. Small pediments cap the entry level windows and doors. ","Courtroom restored 1989; historic pews replaced with new ones.- ISTEA Project: stabilize foundation; repair or replace sandstone, drainage popes and the parapet cap; repointing brick throughout exterior; remove aluminum storm windows and restoring 100 historic wood sash windows; install interior storm windows; repairing 'Justice' statue on the dome and restoring original 24-hour rotation;  repairing courthouse clock; cleaning fire escape and metal railings to bright metal; remodel basement to accommodate a visitor information center. Project was let to contract in July 1996 and a grand opening ceremony was held August 1, 1997. ","n/a  ",,,,0,,1995,"The Williams Co.                                ","1995      ","The Williams Co.                                ","no           ",274,,,,,False,,"The People's Architecture ","architect's rendering (postcard image), architect's rendering (THC files)",,4302000189
23,Karnes County Courthouse Museum (1873),Karnes,128,"Helena         ",,,"Museum            ",Private,,1873,John J. Riely,,"Vernacular                                                  ",0,"Y    ",True,,False,,"no   ",False,False,2-story vernacular stucco-covered stone building 'with Greek Revival elements.,"In 1967 Historical Society stabilized building 'with no substantial changes in structure.'  Roof installed, stairs rebuilt, windows replaced.",,,,,0,,,,,,,276,,Covenant,08/04/1998 00:00:00,8/4/2008,False,,,,,4302000023
2958,Karnes County Courthouse (1854),Karnes,128,Helena,,,gone/burned 4/18/1865,na,,1854,,,,,,False,,False,,,False,False,Two story wood frame clapboard structure. Built of cottonwood lumber.,1863: destroyed by a storm,,,,,,,,,,,,0,,,,,False,,,,,4302002958
2962,Karnes County Courthouse (1924),Karnes,128,Karnes City,"101 Panna Maria Avenue .Karnes City, TX 78118",,"Active Courthouse ",County,"1894-present ",1924,"John Cormack/Henry T. Phelps                                                                        ","John Cormack (died Aug. 1894 before completion, complet","Romanesque Revival                                          ",0,,True,,True,,,True,False,"Constructed of buff brick and limestone in the Romanesque Revival style. The building features a mansard roof with ornamental cresting, corner round towers with conical roofs and finials, rounded arch window openings and entry with a stained glass lunette transom, and a square brick and limestone clocktower with gable dormers inersecting a pyramidal roof with finial.","Wing added 1927.  Extensive remodeling included alteration of mansard roof, clock tower and turrets by Henry T. Phelps.",,,,,,,,,,,,0,,Easement,04/14/2010 00:00:00,Perpetuity,False,,,architect's rendering by J. R. Gordon NOT BUILT (THC - copy),,4302002962
2963,Kaufman County Courthouse (1851),Kaufman,129,Kaufman,,,,,,1851,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002963
2964,Kaufman County Courthouse (1861),Kaufman,129,Kaufman,,,,,,1861,,,,,,False,,False,,,False,False,brick building which never met building inspections; litigation over how much county should pay the builder,,,,,,,,,,,,,0,,,,,False,,,,,4302002964
2965,Kaufman County Courthouse (1887),Kaufman,129,Kaufman,,,,,,1887,,,Second Empire,,,False,,False,,,False,False,"three-story, stone;  cost $69,569",,,,,,,,,,,,,0,,,,,False,,,,,4302002965
2966,Kaufman County Courthouse (1956),Kaufman,129,Kaufman,"100 W. Mulberry Street, Kaufman TX 75142",,Active Courthouse,County,,1956,A. Warren Morey,,Modern Style,,2024,True,,False,,,False,False,"Constructed of buff brick, black marble, aluminum and glass in the Modern style. The buiding features a U-shaped plan that creates an entry courtyard. ",,,,,,,,,,,,,,,,,,,,,,,4302002966
191,Kendall County Courthouse (1870),Kendall,130,"Boerne         ","201 E San Antonio Ave, Boerne, TX 78006",,"Active Courthouse ","County    ","1870-present ",1870,"Philip Zoeller and S.F.  Stendeback 1870-Charles Buckel  1886 - Alfred Giles  1909 ","S.F. Stendeback                                        ","Romanesque Revival                                          ",0,"1970 ",True,"1981 ",True,,"1980 ",True,False,"The 1909 addition to the front of the original two-story vernacular structure is constructed of rusticated limestone in the Romanesque Revival style and features a limestone rail balcony over an arched entry portico flanked by hexagonal wings. ","-1886: Charles Buckel designed the second floor addition
-1909-1910: Alfred Giles designed current facade
-1954: Courthouse interior remodeled.
- ISTEA Grant- exterior restoration of old courthouse (stone repair, replacement, cleaning)","1996 ",,,"Installation of interior chair lift to courtroom.                                                                       ",5363,"1986        ",,,,,"TX-3443      ",280,,Easement,03/10/2008 00:00:00,perpetuity,True,,,,Judge's Office 1900 THC files,4302000191
136,Kenedy County Courthouse (1917),Kenedy,131,"Sarita         ","101 East La Parra Avenue. Sarita, TX 78385",,"Active Courthouse ","County    ","1917-present ",1917,"Henry T. Phelps                                                                     ",,"Classical Revival                                           ",,,False,,False,,"no   ",False,False,"Constructed of reddish brown brick and limestone in the Classical Revival style. The building features an entry bay created by 4 full-height Doric columns supporting a dentiled limestone cornice and framing double wood entry doors and multi-lite transom. ",,"n/a  ",,,,0,,,,,,"no           ",281,,,,,False,,,,,4302000136
14,Kent County Courthouse (1893),Kent,132,"Clairemont     ","US 380 or Broadway and 1 block east of 208, Clairemont, TX 79549",,Community Center (Vacant) in the Ghost Town of Clairemont,Non-profit,,1893,"Martin, Byrne & Johnston                                                            ",,"Italianate                                                  ",,"?    ",False,"?    ",False,"?    ","?    ",False,False,"The Italianate two-story building was constructed of red sandstone with a sheet metal cornice, hipped roof with dormers and a central square tower capped with a pyramidal roof. Following a fire in 1944, the second floor, tower and dormers were removed.",reduced to one story after county seat moved to Jayton; now a community hall.,,,,,0,,,,,,,282,,,,,False,"Martin, Byrne & Johnson","The People's Architecture ",,,4302000014
2972,Kent County Courthouse (1957),Kent,132,Jayton,"101 Main, Jayton TX 79528",,Active Courthouse,County,,1957,Wyatt  C. Hedrick,,Modern Style,0,,False,,False,,,False,False,"Constructed of split faced brick, limestone and glass in the Modern style. The building features a central entry bay of glass and limestone panels with carved limestone statues and lettering. ",Remodeling in 1983.,,,,,,,,,,,,0,,,,,False,,"The People's Architecture, Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",,,4302002972
2973,Kerr County Courthouse (1856),Kerr,133,Kerrville,,,,,,1856,William B. Hendrix,,vernacular,,,False,,False,,,False,False,"William B. Hendrix designed and built the courthouse - he was also a member of the commissioners' court, log cabin, 16' x ? x 8 feet high",,,,,,,,,,,,,0,,,,,False,,,,,4302002973
2974,Kerr County Courthouse (1861),Kerr,133,Comfort,,,,,,1861,,V. Pfeufer,,,,False,,False,,,False,False,"""good sound frame, filled out with stone and lime"", cypress floors and shingles, $500",,,,,,,,,,,,,0,,,,,False,,,,,4302002974
2975,Kerr County Courthouse (1876),Kerr,133,Kerrville,,,,,,1876,,"F.J. Hamer and August Faltin ",,,,False,,False,,,False,False,"Two-story stone structure. 2 story, $5,460, remodeled into jail 1885",,,,,,,,,,,,,0,,,,,False,,,,,4302002975
2976,Kerr County Courthouse (1886),Kerr,133,Kerrville,,,,,,1886,,D. C. Anderson,,,,False,,False,,,False,False,"stone, $19,545 (including remodeling the old courthouse into a jail)",,,,,,,,,,,,,0,,,,,False,(of San Antonio),,,,4302002976
137,Kerr County Courthouse (1926),Kerr,133,"Kerrville      ","700 Main St, Kerrville, TX 78028",78028,"Active Courthouse ","County    ",,1926,"Adams & Adams, San Antonio                                                        ","W.C. Thrailkill                                        ","Classical Revival with Renaissance Revival  influences      ",0,,False,,False,,"no   ",False,False,"Constructed of brick and limestone in the Classical Revival style. The building features carved limestone lintels, a bracketed cornice, and a small single-height entry porch with a broken pediment supported by Ionic columns. ","1975: Annex constructed 1991: Alterations to the basement of the annex 1993 masonry repair by Ted Sivadon, cleaning, repointing, repainting","n/a  ",,,,0,,,,,,"no           ",285,,,,,False,Adams & Adams (of San Antonio),,,,4302000137
138,Kimble County Courthouse (1929),Kimble,134,"Junction       ","501 Main St. Junction, TX 76849",,"Active Courthouse ","County    ","1929-present ",1929,"Henry T. Phelps                                                                     ","E.D. Porter                                            ","Moderne                                                     ",18000,"     ",True,,True,,"no   ",True,False,"Constructed of buff brick and limestone in the Moderne style. The building features double-height flat limestone pilasters, limestone panels on the parapet with carved lettering and a clock, and an ornamental carved limestone surround at the entry. ",Renovated and expanded in 1974.,"n/a  ",,,,0,,,,,,"no           ",287,,,,,True,,"Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994","plans (THCPP MP - copy), furniture list (THCPP MP - copy)",Office 1949 Recorded Landmarks of Kimble County,4302000138
2978,Kimble County Courthouse (1878),Kimble,134,Junction,,,gone/burned 4/22/1884,na,,1878,,,,,,False,,False,,,False,False,two-story frame,"Burned on April 22, 1884",,,,,,,,,,,,0,,,,,False,,,,,4302002978
2979,Kimble County Courthouse (1885),Kimble,134,Junction,,,"gone/demolished 1929, burned & repaired 1888",na,,1885,,J. M. Piper,Italianate,,,False,,False,,,False,False,"stone, 2-story, square plan, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002979
2981,King County Courthouse (1891),King,135,Guthrie,,,,,,1891,,,,,,False,,False,,,False,False,,"burned February 14, 1914",,,,,,,,,,,,0,,,,,False,,,,,4302002981
2983,King County Courthouse (1982),King,135,Guthrie,,,Active Courthouse,County,,1982,T. Renfro,,Modern Style,0,,False,,False,,,False,False,"brick, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002983
139,King County Courthouse Library (1914),King,135,"Guthrie        ","800 S Baker St, Guthrie, TX 79236",,Museum,"County    ",,1914,E. E. Churchill,,"Classical Revival with Prairie School influences            ",0,"1962 ",True,,False,,"no   ",False,False,"Constructed of stuccoed masonry and sheet metal in the Classical Revival style with Prairie style windows. ","Wired for electricity in 1941.  Entry doors and possibly windows replaced with aluminum frames.  Metal entry canopy and wrought iron posts added.  Annex with indoor plumbing added in 1982.  1985 renovation into county historical museumA brief site visit in 1998 revealed that the widow's walk has been removed and the front windows have been covered with a galvanized metal. The soffit is extremely deteriorated and bats have taken up residence in the cornice. The building is extremely neglected. ","n/a  ",,,,0,,,,,,"no           ",289,,,,,False,,,,,4302000139
140,Kinney County Courthouse (1910),Kinney,136,"Bracketville   ","501 S. Ann St. Brackettville, TX 78832",,"Active Courthouse ","County    ",,1910,"L.L. Thurmon & Co.                                                                  ","Falls City Construction Company                        ","Classical Revival                                           ",10600,"     ",True,,True,,"no   ",True,False,"Constructed of light brown brick, masonry and sheet metal. The building features a central sheet metal clocktower and entablature, an entry portico framed by a balcony above and two corner octagonal pavilions with a metal shingle roof and finial. ","Many windows blocked and/or removed in mid 1970's, some with smaller aluminum replacement windows.  Many interiors have contemporary paneling and aluminum doors- 1998 ISTEA Grant - restore exterior of courthouse. As of Dec. 1997 the city of Bracketville was having problems and considering withdrawing from the program. ","n/a  ",,,,0,,,,,,"no           ",291,,,,,True,,,,,4302000140
2984,Kinney County Courthouse (1869),Kinney,136,Brackettville,,,,,,1869,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002984
2985,Kinney County Courthouse (1879),Kinney,136,Brackettville,,,Masonic Lodge,Private,,1879,Jeff W. Paulson,,,0,,False,,False,,,False,False," ",,,,,,,,,,,,,0,,,,,False,,,,,4302002985
141,Kleberg County Courthouse (1914),Kleberg,137,"Kingsville     ","700 E. Kleberg Ave. Kingsville, TX 78363",,"Active Courthouse ","County    ",,1914,"Atlee B. Ayres                                                                      ","Central Contracting Company                            ","Classical Revival style with Prairie School influences                    ",39200,,True,,True,,2010,True,False,"Constructed of brown brick and cast stone in the Classical Revival style with Prairie style details. The building features bracketed and dentiled cornice, decorative parapet, and small entry porticos supported by square brick pillars at the front corners and Corinthian pilasters and columns.","All windows boarded up.  Wing added in 1966 by contractor Jimmy Thurman.                                                                                                                                                                                      ","n/a  ",,,,0,,,,,,"no           ",292,,,,,True,,,,Commissioner's Courtroom 1962 Kleberg County Texas,4302000141
142,Knox County Courthouse (1935),Knox,138,"Benjamin       ","US-82 and TX-6, Benjamin TX 79505",,"Active Courthouse ","County    ",,1935,"Voelcker & Dixon                                                                    ","Dolph-Bateson Construction Co.                         ","Moderne                                                     ",,,False,,False,,"no   ",False,False,"Constructed of limestone, aluminum and glass in the Moderne style with Art Deco details such as a decorative metal screen transom over the entry doors, cast aluminum bas relief spandrels, carved stylized eagles limestone, carved limestone parapet and nickel light stanchions.","- ISTEA Grant - restore exterior and rehabilitate the third floor of the historic 1936 courthouse and convert it into a visitors center. Project is tentively scheduled to be let by county in August 1998. ","n/a  ",,,,0,,,,,,"no           ",293,,,,,False,Voelcker & Dixon (of Wichita Falls),"The People's Architecture , Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",partial planset (THCPP-files),,4302000142
2988,Knox County Courthouse (1886),Knox,138,Benjamin,,,,,,1886,,,,,,False,,False,,,False,False,Originally a two-room boxed and stripped courthouse.  Shortly after construction two more rooms were added.,,,,,,,,,,,,,0,,,,,False,,,,,4302002988
2989,Knox County Courthouse (1888),Knox,138,Benjamin,,,,,,1888,,Ferrier Brothers & Wirz,,,,False,,False,,,False,False,"2 story, stone, tower, cresting, dormers",,,,,,,,,,,,,0,,,,,False,,"Ferrier Builders, Inc. history from website http://www.cowtown.net/users/ferrier-builders/",,,4302002989
2990,La Salle County Courthouse (1884),La Salle,139,Cotulla,,,gone/burned 12/1896,na,,1884,,,Second Empire,,,False,,False,,,False,False,"2-story, brick masonry, tower, cresting, clock, exterior shutters. ",1896: destroyed by fire,,,,,,,,,,,,0,,,,,False,,,,,4302002990
2996,La Salle County Courthouse (1897),La Salle,139,Cotulla,,,,,,1897,,,,,,False,,False,,,False,False,"Two story wood frame structure ",1904: destroyed by fire,,,,,,,,,,,,0,,,,,False,,,,,4302002996
2997,La Salle County Courthouse (1904),La Salle,139,Cotulla,,,gone/demolished 1931,na,,1904,,,,,,False,,False,,,False,False,Two story brick structure with slate roof and cupola.,1931: demolished,,,,,,,,,,,,0,,,,,False,,,,,4302002997
192,La Salle County Courthouse (1931),La Salle,139,"Cotulla        ","101 Courthouse Square. Cotulla, TX 78014",,"Active Courthouse ","County    ","1931-present ",1931,"Henry T. Phelps                                                                     ",,"Art Deco                                                    ",,"     ",True,,True,,"no   ",True,False,Constructed of brick in the Art Deco style with highly ornamental terracotta and cast metal details. The entry doors and transom have cast metal screens. The building also features colorful and gilded terracotta ornament on spandrels and in a proscenium arch surrounding the entry doors. Brick pilasters extend above the parapet with stylized terracotta caps intersected by a band of zigzag terracotta detail.,,"n/a  ",,,,0,,,,,,"no           ",297,,Easement,09/02/2010 00:00:00,perpetuity,True,,"Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",plans (THCPP MP - copy),,4302000192
