SalID,Sal,Address,City,Zip,County,CountyId,Owner,Owner_Address,Owner_City,Owner_State,Owner_Zip,Owner_Phone,Trinomial,Modified_Date,Shipwreck,Building_Listed,Building_District,Structure_Listed,Structure_District,Site,Object,District,Atlas_Number,Historic,Prehistoric,PublicPrivate,Public_private,USGS_Map,USGS_Number,UTM_Datum,UTM_Zone,Acreage,Location_Note,Cultural_Affiliation,Sal_Group,Designation_date,Site_Description,Deed_Filed,Landowner_Notified,Marker_Placed,Location_Restricted,Notes,Archeological_General,Architectural_General,Nearest_City,NR,FullName
224,San Jacinto Battleground (Battleship Texas),	San Jacinto Battleground State Park ca. 22 mi. east of Houston on Tex. 134,,,Harris,101,Texas Parks and Wildlife Department,4200 Smith School Rd.,Austin,TX,78744,512/389-4736,41HR277,05/29/2008 00:00:00,False,False,False,False,False,False,False,False,8200000309,False,False,Public,2,La Porte,2995-414,,15,,San Jacinto Battleground State Park ca. 22 mi. east of Houston on Tex. 134,Early Texas & Mexican,,01/01/1983 00:00:00,Historic Battleground,False,True,False,False,,True,True,,True,San Jacinto Battleground (Battleship Texas) (41HR277)
227,Gregory Elementary School,1300 Victor Street,Houston,,Harris,101,"City of Houston, Houston Public Library",500 McKinney,Houston,TX,77002,(832) 393-1440,,01/05/2005 00:00:00,False,False,False,False,False,False,False,False,8200000314,False,False,Public,2,,,,,,1300 Victor,,,03/17/1995 00:00:00,Historic Structure,False,True,False,False,Listed in NR as part of Freedmen's Town Historic District,True,True,Houston,True,Gregory Elementary School
229,Harris County Courthouse,301 Fannin Street,Houston,,Harris,101,County of Harris,"1001 Preston Street, Suite 911",Houston,TX,77002,,,01/05/2005 00:00:00,False,False,False,False,False,False,False,False,8200000317,False,False,Public,2,,,,15,,301 Fannin Street,,,01/01/1992 00:00:00,Historic Structure,False,True,False,False,,False,True,Houston,True,Harris County Courthouse
232,Houston Turn Verein -- Removed 01/29/2016,,Houston,,Harris,101,Cole WG Houston TX LP,300 Wilmot Rd. Stop 3301,Deerfield,IL,60015-4614,,,01/05/2005 00:00:00,False,False,False,False,False,False,False,False,8200000320,False,False,,0,Addicks,2995-342,,15,,5202 Almeda Road,,,05/28/1981 00:00:00,,True,True,False,False,Demolished in 1993,False,True,Houston,True,Houston Turn Verein
234,DePelchin Faith Home,2700 Albany,Houston,77006,Harris,101,Multiple (15 units),2700 Albany St.,Houston,TX,77006,,,01/05/2005 00:00:00,False,False,False,False,False,False,False,False,8200000322,False,False,Private,1,,,,,,2700 Albany St.,,,09/17/1993 00:00:00,Historic Structure,True,True,False,False,,False,True,Houston,True,DePelchin Faith Home
235,Julia Ideson Building,500 McKinney,Houston,77002,Harris,101,"City of Houston, Houston Public Library",500 McKinney,Houston,TX,77002,832-393-1662,,01/04/2005 00:00:00,False,False,False,False,False,False,False,False,8200000323,False,False,Public,2,Settegast,2995-431,,15,,550 McKinney,,,01/01/1981 00:00:00,,False,True,False,False,,True,True,Houston,True,Julia Ideson Building
236,1879 Houston Water Works,27 Artesian Street,Houston,,Harris,101,City of Houston,611 Walker,Houston,TX,77002,832.395.2500,,05/05/2008 00:00:00,False,False,False,False,False,False,False,False,8200000324,False,False,Public,2,Settegast,2995-431,,15,,27 Artesian Street,,,01/01/1981 00:00:00,,False,True,False,False,,False,True,Houston,True,1879 Houston Water Works
240,Pillot Building,southwest corner of Fannin & Congress,Houston,,Harris,101,Harris County Budget Office,"10555 Northwest Freeway, Suite 210",Houston,TX,77092,713-274-3764,,01/04/2005 00:00:00,False,False,False,False,False,False,False,False,8200000331,False,False,Public,2,Settergast,2995-431,,,,1006 Congress,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,Collapsed and rebuilt in 1980s; replica removed from the National Register in 1994,True,True,Houston,False,Pillot Building
241,San Jacinto Monument Museum,1 Monument Circle,Houston,77571,Harris,101,Texas Parks and Wildlife Department,4200 Smith School Road,Austin,TX,78744,512/389-4736,,01/04/2005 00:00:00,False,False,False,False,False,False,False,False,8200000332,False,False,Public,2,La Porte,2995-414,,,,Houston,,,01/01/1983 00:00:00,Museum,False,True,False,False,,False,True,Houston,True,San Jacinto Monument Museum
242,Sheridan Apartments,"2603 Milam, SE corner Milam and McGowen Streets",Houston,,Harris,101,Copesetic Holdings LTD,12727 Cranes Mill,San Antonio,TX,78230,,,09/05/2006 00:00:00,False,False,False,False,False,False,False,False,8200000334,False,False,Private,1,,,,,,"2603 Milam, SE corner Milam and McGowen Streets",1922,,09/17/1993 00:00:00,Apt. Bldg.,True,True,False,False,,False,True,Houston,True,Sheridan Apartments
243,"Sweeney, Coombs & Fredericks Building",301 Main Street,Houston,,Harris,101,Harris County Budget Office,"10555 Northwest Freeway, Suite 210",Houston,TX,77092,713-274-3764,,01/05/2005 00:00:00,False,False,False,False,False,False,False,False,8200000335,False,False,Public,2,Settegast,2995-431,,,,301 Main St.,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,"75 year ground lease from Harris County according to 1998 article, Houston Business Journal",False,True,Houston,True,"Sweeney, Coombs & Fredericks Building"
244,Old Main,,Houston,,Harris,101,Houston Community College System,"The Fine Arts Center, 3517 Austin #101",Houston,TX,77004,713-718-6581,,01/04/2005 00:00:00,False,False,False,False,False,False,False,False,8200000336,False,False,Public,2,Park Place,2995-424,,15,,3517 Austin,,,01/01/1984 00:00:00,Religious,False,True,False,False,Building is currently called the Heinen Theatre,False,True,Houston,True,Old Main
245,Union Station,400 S. Houston St.,Houston,77002,Harris,101,Harris County Houston Sports Authority,"4 Houston Center, 1331 Lamar Street, Suite 700",Houston,TX,77010,713-259-8832,,01/04/2005 00:00:00,False,False,False,False,False,False,False,False,8200000337,False,False,Public,2,Settegast,2995-431,,15,,501 Crawford,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,Now part of baseball stadium,False,True,Houston,True,Union Station
247,Harrison County Courthouse (Old),1 Peter Whetstone Square,Marshall,78154,Harrison,102,County of Harrison,"1 Peter Whetstone Square, Room 314",Marshall,TX,75670,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000339,False,False,Public,2,Marshall East,3299-421,,15,,Public Square,,,01/01/1981 00:00:00,,False,True,False,False,,False,True,Marshall,True,Harrison County Courthouse (Old)
248,Starr Mansion State Historic Site,407 West Travis Street,Marshall,75670,Harrison,102,Texas Historical Commission,P.O. Box 12276,Austin,TX,78711-2276,512/463-6100,41HS263,11/09/2010 00:00:00,False,False,False,False,False,False,False,False,8200000341,False,False,Public,2,Marshall East,3294-421,,15,,407 W. Travis St.,,,01/01/1983 00:00:00,Historic Structure,False,True,False,False,,True,True,Marshall,True,Starr Mansion State Historic Site (41HS263)
249,Hartley County Courthouse and Jail,,Channing,,Hartley,103,County of Hartley,P.O. Box 69,Channing,TX,79018,,,03/10/2005 00:00:00,False,False,False,False,False,False,False,False,8200000342,False,False,Public,2,,,,13,,Railroad Ave.,Late 19th/20th c.: Classical Revival,,01/01/1992 00:00:00,Historic Bldg.,False,True,False,False,,False,True,Channing,True,Hartley County Courthouse and Jail
250,Claiborne Kyle Log House,,Kyle,,Hays,105,Hays County,"111 E. San Antonio Street, Suite 300",San Marcos,TX,78666,512-393-7779,,03/10/2005 00:00:00,False,False,False,False,False,False,False,False,8200000343,False,False,Public,2,San Marcos North,2997-333,,,,at the end of C-Kyle Log House Road,,,01/01/1983 00:00:00,Structure,False,True,False,False,Go southwest out of Kyle on Old Stagecoach Rd. C-Kyle Log House Rd is on your right.,False,True,Kyle,True,Claiborne Kyle Log House
251,Cock House,402 East Hopkins Street,San Marcos,,Hays,105,"City of San Marcos, Parks & Recreation Office",401 E. Hopkins St.,San Marcos,TX,78666,512-393-8400,,03/10/2005 00:00:00,False,False,False,False,False,False,False,False,8200000344,False,False,Public,2,San Marcos North,2997-333,,,,402 E. Hopkins St. in Veramendi Park,,,01/01/1981 00:00:00,Structure,False,True,False,False,,False,True,San Marcos,True,Cock House
252,Hays County Courthouse,Courthouse Square,San Marcos,78666,Hays,105,County of Hays,"111 E. San Antonio Street, Suite 300",San Marcos,TX,78666,,,05/09/2008 00:00:00,False,False,False,False,False,False,False,False,8200000345,False,False,Public,2,,,,,,Public Square,1909,,01/01/1992 00:00:00,Classical Revival,False,True,False,False,,False,True,San Marcos,True,Hays County Courthouse
253,"Texas State University, Old Main",Old Main Drive,San Marcos,,Hays,105,Texas State University System,601 University Drive,San Marcos,TX,78666,512-245-2111,,03/10/2005 00:00:00,False,False,False,False,False,False,False,False,8200000348,False,False,Public,2,San Marcos North,2997-333,,,,In the campus on Old Main Drive,,,01/01/1982 00:00:00,Structure,False,True,False,False,Southwest Texas University became Texas State University in 2003,True,True,San Marcos,True,"Texas State University, Old Main"
258,Old Hidalgo School Building and Teacherage,,Hidalgo,,Hidalgo,108,Hidalgo Independent School District,324 E. Flora St.,Hidalgo,TX,78557,,,03/10/2005 00:00:00,False,False,False,False,False,False,False,False,8200000357,False,False,Public,2,Hidalgo,2698-121,,14,,Flora Street and 4th,"1895, 1917",,01/01/1981 00:00:00,Structure,False,True,False,False,,False,True,Hidalgo,True,Old Hidalgo School Building and Teacherage
259,Hill County Courthouse,1 North Waco Street,Hillsboro,76645,Hill,109,County of Hill,P.O. Box 457,Hillsboro,TX,76645,,,03/10/2005 00:00:00,False,False,False,False,False,False,False,False,8200000360,False,False,Public,2,Hillsboro West,3297-112,,,,Courthouse Square,,,01/01/1981 00:00:00,Structure,False,True,False,False,,False,True,Hillsboro,True,Hill County Courthouse
260,Missouri-Kansas-Texas Company Railroad Station,,Hillsboro,,Hill,109,City of Hillsboro,214 E. Elm Street,Hillsboro,TX,76645,,,05/04/2005 00:00:00,False,False,False,False,False,False,False,False,8200000363,False,False,Public,2,Hillsboro West,3297-112,,14,,"115 N. Covington Street, North of Courthouse Square",,,01/01/1981 00:00:00,,False,True,False,False,,False,True,Hillsboro,True,Missouri-Kansas-Texas Company Railroad Station
262,Hood County Courthouse Historic District,100 E. Pearl Street,Granbury,76048,Hood,111,Hood County,100 East Pearl Street,Granbury,TX,76048,817/579-3200,,09/29/2005 00:00:00,False,False,False,False,False,False,False,False,8200000367,False,False,Public,2,Granbury,3297-234,,,,"Courthouse Square, bounded by Bridge St. on the north, Crockett on the east",,,01/01/1981 00:00:00,Structure,False,True,False,False,County-owned properties within NR District boundaries only: Courthouse and Jail,False,True,Granbury,True,Hood County Courthouse Historic District
263,Hopkins County Courthouse,118 Church Street,Sulphur Spring,75482,Hopkins,112,County of Hopkins,P.O. Box 288,Sulphur Spring,TX,75483,,,09/30/2005 00:00:00,False,False,False,False,False,False,False,False,8200000368,False,False,Public,2,Sulphur Springs,3395-214,,15,,Church and Jefferson Streets,,,01/01/1981 00:00:00,courthouse,False,True,False,False,,False,True,Sulphur Spring,True,Hopkins County Courthouse
264,Potton-Hayden House,200 N. Gregg St,Big Spring,,Howard,114,City of Big Spring,310 Nolan Street,Big Spring,TX,79720,432/264-2401,,03/09/2005 00:00:00,False,False,False,False,False,False,False,False,8200000370,False,False,Public,2,Big Spring North,3201-132,,14,,Southwest Corner of Gregg and 2nd St.,,,01/01/1981 00:00:00,Structure,False,True,False,False,,False,True,Big Spring,True,Potton-Hayden House
267,Hudspeth County Courthouse,P.O. Box 68,Sierra Blanca,79815,Hudspeth,115,County of Hudspeth,P.O. Box 68,Sierra Blanca,TX,79851,,,05/05/2005 00:00:00,False,False,False,False,False,False,False,False,8200000373,False,False,Public,2,Sierra Blanca,3105-124,,,,Millican Street,structure: courthouse,,01/01/1981 00:00:00,Historic Site,False,True,False,False,,False,True,Sierra Blanca,True,Hudspeth County Courthouse
277,Fort Richardson State Historic Park,,Jacksboro,,Jack,119,Texas Parks and Wildlife Department,4200 Smith School Road,Austin,TX,78744,512/389-4736,41JA2,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000387,False,False,Public,2,Jacksboro,3398-113,NAD27,14,,Fort Richardson State Historic Park,"Civil War, Post-Civil War 1867-1878",,01/01/1983 00:00:00,Post-Civil War Fort,False,True,False,False,,True,True,Jacksboro,True,Fort Richardson State Historic Park (41JA2)
278,Blake-Beaty-Orton Home,,Jasper,,Jasper,121,City of Jasper,465 S. Main,Jasper,TX,75951,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000390,False,False,Public,2,Roganville,3093-330,NAD 27,15,,S. Main & Water St.,Late 19 c.,,01/01/1981 00:00:00,Victorian house,False,True,False,False,,False,True,Jasper,True,Blake-Beaty-Orton Home
279,Jasper County Courthouse,121 N. Austin,Jasper,75951,Jasper,121,County of Jasper,"121 N. Austin Street, Suite 106",Jasper,TX,75951,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000391,False,False,Public,2,,,,15,,2 miles west of junction U.S. 290 and SR 17,1889-1990,,01/01/1992 00:00:00,Courthouse,False,True,False,False,,False,True,Jasper,True,Jasper County Courthouse
280,Jefferson County Courthouse,1149 Pearl St.,Beaumont,77701,Jefferson,123,County of Jefferson,P.O. Box 4025,Beaumont,TX,77704,409-983-8340,,10/18/2005 00:00:00,False,False,False,False,False,False,False,False,8200000394,False,False,Public,2,,,,15,,"In GLO tract SF12562; sites are on the north side of Taylor Bayou, 2.5 to 6km east of LaBelle",Art Deco Style,,01/01/1992 00:00:00,Historic Bldg.,False,True,False,False,,False,True,Beaumont,True,Jefferson County Courthouse
282,Rose Hill,100 Woodworth Ave. at Lakeshore Dr.,Port Arthur,,Jefferson,123,City of Port Arthur,P.O. Box 1089,Port Arthur,TX,77640,409-983-8210,,10/18/2005 00:00:00,False,False,False,False,False,False,False,False,8200000396,False,False,Public,2,Port Arthur North,2993-333,NAD 27,15,,100 Woodworth Ave. at Lakeshore Dr.,Late 19th c.,,01/01/1981 00:00:00,Greek Classical Revival,False,True,False,False,Woodworth House (Rose Hill) is RTHL name,False,True,Port Arthur,True,Rose Hill
285,Carnegie Library,201 N. Caddo,Cleburne,76031,Johnson,126,City of Cleburne,P.O. Box 677,Cleburne,TX,76033,,,09/30/2005 00:00:00,False,False,False,False,False,False,False,False,8200000400,False,False,Public,2,,,,,,201 N. Caddo,1904,,01/01/1992 00:00:00,Greek Revival,False,True,False,False,,False,True,Cleburne,True,Carnegie Library
286,Johnson County Courthouse,,Cleburne,76033,Johnson,126,County of Johnson,"2 N. Main Street, Room 120",Cleburne,TX,76033,,,11/29/2006 00:00:00,False,False,False,False,False,False,False,False,8200000401,False,False,Public,2,,,,14,,"1 Public Square, Cleburne, TX",Late 20th c.,,01/01/1992 00:00:00,Courthouse,False,True,False,False,,False,True,Cleburne,True,Johnson County Courthouse
289,Kendall County Courthouse and Jail,204 E. San Antonio St.,Boerne,78006,Kendall,130,County of Kendall,"201 E. San Antonio Avenue, Suite 122",Boerne,TX,78006,,,10/18/2005 00:00:00,False,False,False,False,False,False,False,False,8200000406,False,False,Public,2,Boerne,2998-342,,14,,201 E. San Antonio Ave.,,,01/01/1981 00:00:00,Historic Bldg.,False,True,False,False,,False,True,Boerne,True,Kendall County Courthouse and Jail
290,Treue der Union Monument,319 High Street,Comfort,78013,Kendall,130,Kendall County,"201 E. San Antonio, Suite 122",Boerne,TX,78006,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000407,False,False,Public,2,N/A,,,,,300 block High Street,Limestone,,01/01/1996 00:00:00,monument,False,True,False,False,"CAD records list original owners E. Degener, Ed Steves, and W. Heuermann; SAL file includes 99 year lease to Comfort Foundation",True,True,Comfort,True,Treue der Union Monument
299,Bywaters Park and the Peristyle,,Paris,,Lamar,140,City of Paris,135 SE 1st Street,Paris,TX,75460,903/784-9202,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000421,False,False,Public,2,Paris,3395-310,,,,"300-400 Blk of S. Main St. W of Pk SE , 1st st. E of Pk, Austin St. on N side",Built in 1931,,01/01/1984 00:00:00,Greek Revival,False,True,False,False,"cultural, aesthetic",False,True,Paris,False,Bywaters Park and the Peristyle
300,Lamar County Courthouse,119 North Main Street,Paris,75460,Lamar,140,County of Lamar,"119 N. Main Street, Suite 170",Paris,TX,75460,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000424,False,False,Public,2,,,,,,"119 North Main, Paris, Texas",n/a,,01/01/1992 00:00:00,historic bldg.,False,True,False,False,In the Paris Commercial Historic District,False,True,Paris,True,Lamar County Courthouse
301,Samuel Bell Maxey House State Historic Site,812 South Church Street,Paris,,Lamar,140,Texas Historical Commission,P.O. Box 12276,Austin,TX,78701,512/463-6100,41LR53,11/09/2010 00:00:00,False,False,False,False,False,False,False,False,8200000426,False,False,Public,2,Paris,3395-310,NAD 27,15,,"812 East Church Street, Paris, TX",Reconstruction Texas to Present 1867,,01/01/1983 00:00:00,"House, farm, village (historic structure hse and grounds)",False,True,False,False,,True,True,Paris,True,Samuel Bell Maxey House State Historic Site (41LR53)
303,Lampasas County Courthouse,501 E 4th Street,Lampasas,76550,Lampasas,142,County of Lampasas,P.O. Box 231,Lampasas,TX,76550,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000429,False,False,Public,2,Lampasas,3198-112,,,,"Bounded by South Live Oak, East 4th, South Pecan & East 3rd Streets",1883,,01/01/1981 00:00:00,Structure,False,True,False,False,,False,True,Lampasas,True,Lampasas County Courthouse
304,Lee County Courthouse,200 South Main Street,Giddings,78942,Lee,144,County of Lee,"200 S. Main Street, Room 107",Giddings,TX,78942,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000432,False,False,Public,2,Giddings,3096-223,NAD 27,14,,"Public Square - Bounded by Hempstead, Grimes E. Richmond and Main Sts.",19th Century Texas courthouse,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,,False,True,Giddings,True,Lee County Courthouse
305,Leon County Courthouse and Jail,130 East St. Mary,Centerville,75833,Leon,145,County of Leon,P.O. Box 429,Centerville,TX,75833,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000433,False,False,Public,2,Centerville,3195-232,,15,,GLO tract SF13204. Tract is 3.5 km NW of Long Hollow and 4.3 km SSW of Friendship Cemetery,1966-1976,,01/01/1981 00:00:00,Structure,False,True,False,False,,False,True,Centerville,True,Leon County Courthouse and Jail
310,Comanche Crossing Bridge -- Removed 01/29/2016,,Near Mexia,,Limestone,147,Limestone County,"200 W. State St., Ste. 101",Groesbeck,TX,77642,817-729-3810,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000440,False,False,Public,2,Tehuacana,3196-314,NAD 27,,,South of Highway 84 on FM 2681 on Lake Mexia,"1898, rebuilt in 1906",,03/11/1985 00:00:00,Simple iron truss bridge,False,True,False,False,Old Comanche Crossing Association formed to take title in 1985 but later disbanded; file includes multiple requests to demo but no permit application; FM 2681 now ends in a circle with no bridge across the lake,True,True,Near Mexia,False,Comanche Crossing Bridge
314,Llano County Courthouse,"801 Ford Street, Rm 101",Llano,78643,Llano,150,County of Llano,"801 Ford Street, Room 101",Llano,TX,78643,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000447,False,False,Public,2,Llano South,3098-313,NAD 27,14,,"801 Ford Street, Llano, TX (Llano Co. public square)",Romanesque Revival Style,,01/01/1981 00:00:00,Courthouse,False,True,False,False,,False,True,Llano,True,Llano County Courthouse
317,Lynn County Courthouse,1501 S. First Street,Tahoka,79373,Lynn,153,County of Lynn,P.O. Box 1167,Tahoka,TX,79373,,,04/03/2009 00:00:00,False,False,False,False,False,False,False,False,8200000451,False,False,Public,2,,,,14,,3.1 mi SW of Avinger; SE side of TX 155,1916,,01/01/1992 00:00:00,Neo-Classical,False,True,False,False,,False,True,Tahoka,True,Lynn County Courthouse
320,Marion County Courthouse,102 West Austin Street,Jefferson,75657,Marion,155,County of Marion,"102 W. Austin Street, Suite 205",Jefferson,TX,75657,214-665-3261,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000454,False,False,Public,2,Jefferson,N/A,NAD 27,15,,"102 W Austin St., Jefferson, TX",County and City Government site,,01/01/1986 00:00:00,"Building, sidewalks, lawns",False,True,False,False,,False,True,Jefferson,False,Marion County Courthouse
323,Mason County Courthouse,201 Fort McKavitt Street,Mason,76856,Mason,157,County of Mason,P.O. Box 1726,Mason,TX,76856,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000457,False,False,Public,2,N/A,,,,,Along and within Mustang Draw,1909,,01/01/1992 00:00:00,classical revival,False,True,False,False,Mason Historic District is listed in the National Register,False,True,Mason,True,Mason County Courthouse
326,Fort Duncan,351 South Adams,Eagle Pass,,Maverick,159,City of Eagle Pass,100 S. Monroe,Eagle Pass,TX,78852,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000460,False,False,Public,2,Eagle Pass,2800-420,,,,"Eagle Pass, TX",,,01/01/1981 00:00:00,Bldg.,False,True,False,False,,True,True,Eagle Pass,True,Fort Duncan
327,Maverick County Courthouse,Main and Madison Streets,Eagle Pass,,Maverick,159,County of Maverick,"500 Quarry Street, Suite 3",Eagle Pass,TX,78852,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000461,False,False,Public,2,Eagle Pass,2800-420,,,,Public Square,late 19th C. American,,01/01/1983 00:00:00,Courthouse,False,True,False,False,,False,True,Eagle Pass,True,Maverick County Courthouse
328,McLennan County Courthouse,"500 Washington ",Waco,76701,McLennan,161,County of McLennan,P.O. Box 1728,Waco,TX,76703,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000462,False,False,Public,2,Waco West,3197-412,NAD 27,14,,"Creekbed of Tonk Creek, tributary of middle Bosque River, western McLennan Co.","Classic Revival Style, 1900-1924",,01/01/1981 00:00:00,Courthouse,False,True,False,False,,False,True,Waco,True,McLennan County Courthouse
330,Waco Suspension Bridge,101 N. Univesity Parks Drive,Waco,76701,McLennan,161,City of Waco,201 West Waco Drive,Waco,TX,76707,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000465,False,False,Public,2,Waco West,3197-412,,,,Between Washington Avenue and Taylor Street across the Brazos River,,,01/01/1981 00:00:00,Bridge,False,True,False,False,,False,True,Waco,True,Waco Suspension Bridge
331,Medina County Courthouse (Old),1209 Fiorella Street,Castroville,78009,Medina,163,City of Castroville,1209 Fiorella Street,Castroville,TX,78009,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000467,False,False,Public,2,,,,,,1209 Fiorella Street,,,01/01/1992 00:00:00,courthouse,False,True,False,False,Castroville City Hall,False,True,Castroville,True,Medina County Courthouse (Old)
332,Medina Dam,,Vicinity of Mico,,Medina,163,Bexar-Medina-Atascosa Counties Water Control & Improvement District No.1,226 E. 2nd Street,Natalia,TX,78059,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000468,False,False,Public,2,Medina Lake,2998-322,NAD 27,14,,Public Square,N/A,,01/01/1981 00:00:00,Dam,False,True,False,False,,False,True,Vicinity of Mico,True,Medina Dam
333,McCulloch County Courthouse,199 Courthouse Square #103,Brady,76825,McCulloch,160,County of McCulloch,"199 Courthouse Square, Room 302",Brady,TX,76825,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000469,False,False,Public,2,Brandy North,3199-124,NAD 27,14,,Southeast corner Florella and Florence,1899-1900 Romanesque style,,01/01/1981 00:00:00,Courthouse,False,True,False,False,,False,True,Brady,True,McCulloch County Courthouse
334,Landmark Inn,402 Florence Street,Castroville,78009,Medina,163,Texas Historical Commission,P.O. Box 12276,Austin,TX,78711,512/463-6100,41ME6,11/09/2010 00:00:00,False,False,False,False,False,False,False,False,8200000470,False,False,Public,2,LaCoste,2998-231,NAD 27,14,,"402 East Florence Street, Castroville, TX 78009",Early Statehood 1844,,01/01/1983 00:00:00,"Historic structure, commercial, residents & grounds",False,True,False,False,,True,True,Castroville,True,Landmark Inn (41ME6)
336,Fort McKavett State Historic Site,,Fort McKavett,,Menard,164,Texas Historical Commission,P.O. Box 12276,Austin,TX,78711,512/463-6100,41MN2,11/09/2010 00:00:00,False,False,False,False,False,False,False,False,8200000472,False,False,,0,Fort McKavett,3000-441,NAD s7,14,,"7066 FM 864, Fort McKavett, TX  76841",1853-1883,,02/22/1983 00:00:00,Frontier Fort Remains,False,True,False,False,"  ",True,True,Fort McKavett,True,Fort McKavett State Historic Site (41MN2)
337,Presidio San Luis de las Amarillas,,Menard,76859,Menard,164,County of Menard,P.O. Box 1038,Menard,TX,76859,,41MN1,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000473,False,False,Public,2,Menard,3099-334,,14,,1 mi. west on US Highway 190,n/a,,01/01/1981 00:00:00,structure,False,True,False,False,"Presidio de San Saba, RTHL and NR",True,True,Menard,True,Presidio San Luis de las Amarillas (41MN1)
338,Milam County Courthouse & Jail,102 South Fannin,Cameron,76520,Milam,166,County of Milam,"102 S. Fannin Avenue, Suite 1",Cameron,TX,76520,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000474,False,False,Public,2,Cameron,3096-332,,,,13 miles west of Rockdale,,,01/01/1981 00:00:00,courthouse,False,True,False,False,,False,True,Cameron,True,Milam County Courthouse & Jail
339,Mills County Courthouse and Jail,1011 4th Street,Goldthwaite,76844,Mills,167,County of Mills,PO Box 483,Goldthwaite,TX,76844,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000477,False,False,Public,2,Goldthwaite,3198-240,nad 27,14,,3/4 mi South of Regency on dirt road (1011 4th Street),Late 19th Century America,,01/01/2002 00:00:00,Jail,False,True,False,False,,False,True,Goldthwaite,True,Mills County Courthouse and Jail
340,Regency Suspension Bridge,County Road (CR) 433 at the Colorado River,Near Regency,,Mills,167,County of Mills,PO Box 483,Goldthwaite,TX,76844,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000478,False,False,Public,2,Richland,3198-230,nad 27,14,,Lake Colorado City Recreation Area,N/A,,01/01/1981 00:00:00,Bridge,False,True,False,False,,False,True,,True,Regency Suspension Bridge
343,Morris County Courthouse (Old),,Daingerfield,,Morris,172,County of Morris,"500 Broadnax, Suite B",Daingerfield,TX,75638,,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000483,False,False,Public,2,,,,,,101 Linda Drive,,,01/01/1992 00:00:00,courthouse,False,True,False,False,,False,True,,True,Morris County Courthouse (Old)
345,Adolphus Sterne House,,Nacogdoches,,Nacogdoches,174,City of Nacogdoches,1112 North St.,Nacogdoches,TX,75961,936-559-2960,,05/16/2005 00:00:00,False,False,False,False,False,False,False,False,8200000485,False,False,Public,2,Nacogdoches,3194-310,,15,,"211 Lanana, in Eugenia Sterne Park adjacent to Hoya Park",,,01/01/1981 00:00:00,house,False,True,False,False,Sterne-Hoya Museum,True,True,Nacogdoches,True,Adolphus Sterne House
348,Old Nacogdoches University Building,515 Mound Street,Nacogdoches,,Nacogdoches,174,Nacogdoches Independent School District,1800 Douglass Rd.,Nacogdoches,TX,75964,936-569-5798,,05/16/2005 00:00:00,False,False,False,False,False,False,False,False,8200000488,False,False,Public,2,Nacogdoches South,3194-312,,,,"515 N. Mound St., on a school campus",Early Texas Statehood,,01/01/1984 00:00:00,Educational Institution,False,True,False,False,One of the first institutions of higher education in Texas.,True,True,Nacogdoches,True,Old Nacogdoches University Building
353,Newton County Courthouse,110 Court Street,Newton,75966,Newton,176,County of Newton,PO Box 1380,Newton,TX,75966,,,10/18/2012 00:00:00,False,False,False,False,False,False,False,False,8200000493,False,False,Public,2,Roganville,3093-330,,15,,"City of Newton, Newton County, Texas on the courthouse square",,,01/01/1981 00:00:00,courthouse,False,True,False,False,,False,True,Newton,True,Newton County Courthouse
